,Host Since,Country,Latitude,Longitude,Accommodates,Bathrooms,Bedrooms,Beds,Price,Cleaning Fee,Guests Included,Extra People,Minimum Nights,Maximum Nights,Number of Reviews,Entire home/apt,Private room,Shared room,Airbed,Couch,Futon,Pull-out Sofa,Real Bed,Day,Month
260817,2014-07-21,Austria,48.19407297121759,16.340333757424577,2.0,1.0,1.0,1.0,40.0,10.0,1.0,10.0,2.0,1125.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,7
260818,2016-03-05,Austria,48.17682131524171,16.41294823808555,2.0,1.0,1.0,1.0,35.0,20.0,2.0,0.0,4.0,1125.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5,3
260819,2016-10-06,Austria,48.17601050296109,16.374150075941273,1.0,1.0,1.0,1.0,16.0,35.0,1.0,0.0,30.0,180.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3,10
260820,2014-06-18,Austria,48.18007053482198,16.379298100925805,4.0,1.0,2.0,2.0,69.0,20.0,2.0,17.0,1.0,1125.0,60.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,6
260821,2014-05-01,Austria,48.16686564994168,16.381372716228686,5.0,1.0,1.0,3.0,59.0,30.0,2.0,10.0,2.0,1125.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,5
260822,2015-04-05,Austria,48.17958639708331,16.378236620085662,4.0,1.0,2.0,4.0,69.0,50.0,2.0,10.0,2.0,1125.0,41.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6,4
260823,2015-07-26,Austria,48.18092070379336,16.37670192260296,2.0,1.0,1.0,1.0,50.0,0.0,1.0,0.0,3.0,1125.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6,7
260824,2012-05-04,Austria,48.17257472666754,16.375798165461173,2.0,1.5,1.0,1.0,45.0,0.0,1.0,18.0,1.0,1125.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4,5
260826,2013-12-05,Austria,48.17253638072206,16.36648699913228,2.0,1.0,1.0,1.0,48.0,40.0,2.0,20.0,3.0,365.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,12
260827,2012-12-05,Austria,48.18200117948169,16.377517122891163,4.0,1.0,1.0,2.0,89.0,20.0,2.0,5.0,3.0,600.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,12
260828,2016-07-09,Austria,48.17459470237723,16.374098304937167,2.0,1.0,1.0,1.0,30.0,0.0,1.0,0.0,1.0,1125.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5,7
260829,2014-03-12,Austria,48.167223288573645,16.382750272530426,2.0,1.0,0.0,1.0,32.0,0.0,1.0,10.0,2.0,1125.0,27.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,3
260830,2016-09-25,Austria,48.1765619156342,16.382059117586223,4.0,1.5,1.0,2.0,35.0,0.0,2.0,10.0,1.0,1125.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6,9
260831,2014-08-08,Austria,48.17650931961999,16.391350045721094,4.0,1.0,2.0,2.0,50.0,40.0,2.0,10.0,1.0,1125.0,42.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,8
260832,2016-08-28,Austria,48.168047776162005,16.34465912783028,4.0,1.0,1.0,2.0,86.0,40.0,2.0,10.0,3.0,1125.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6,8
260834,2014-08-11,Austria,48.178181715873286,16.38498283453311,3.0,1.5,1.0,2.0,70.0,30.0,2.0,5.0,5.0,1125.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,8
260836,2012-07-02,Austria,48.1750408149837,16.377398537840605,2.0,1.0,1.0,2.0,40.0,20.0,1.0,25.0,2.0,1125.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,7
260837,2016-08-05,Austria,48.174679919946826,16.380309570594886,1.0,1.0,1.0,1.0,11.0,0.0,1.0,0.0,1.0,1125.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4,8
260840,2014-10-09,Austria,48.19193786463922,16.270351088206112,4.0,1.0,1.0,4.0,125.0,50.0,1.0,0.0,3.0,360.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,10
260844,2015-08-03,Austria,48.1860756745691,16.33881384646921,2.0,1.0,1.0,1.0,50.0,15.0,1.0,0.0,1.0,1125.0,26.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,8
