,Host Since,Country,Latitude,Longitude,Accommodates,Bathrooms,Bedrooms,Beds,Price,Cleaning Fee,Guests Included,Extra People,Minimum Nights,Maximum Nights,Number of Reviews,Entire home/apt,Private room,Shared room,Airbed,Couch,Futon,Pull-out Sofa,Real Bed,Day,Month
319717,2015-08-17,Hong Kong,22.32955768109913,114.16664361314255,2.0,1.0,1.0,1.0,326.0,0.0,1.0,0.0,1.0,1125.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,8
319721,2015-06-22,Hong Kong,22.283509141213077,114.15240824162984,2.0,1.0,0.0,1.0,900.0,0.0,1.0,0.0,2.0,1125.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,6
319722,2016-07-01,Hong Kong,22.287074056646517,114.14960529180036,2.0,1.0,1.0,1.0,636.0,50.0,1.0,0.0,1.0,1125.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,7
319723,2014-01-27,Hong Kong,22.286683063747947,114.1341489712728,2.0,1.0,1.0,1.0,690.0,0.0,1.0,0.0,3.0,14.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1
319724,2015-06-24,Hong Kong,22.28112598732172,114.153439197861,2.0,1.0,1.0,2.0,481.0,70.0,1.0,0.0,1.0,1125.0,62.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2,6
319726,2014-09-24,Hong Kong,22.28754742977064,114.14144344304948,2.0,1.0,1.0,1.0,651.0,150.0,0.0,0.0,5.0,1125.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,9
319727,2014-08-23,Hong Kong,22.28799247649922,114.14815238186176,2.0,1.0,1.0,1.0,365.0,250.0,1.0,100.0,1.0,1125.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5,8
319728,2015-06-09,Hong Kong,22.286206454355987,114.14811090521523,4.0,1.0,2.0,2.0,683.0,0.0,1.0,0.0,1.0,1125.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,6
319730,2012-08-04,Hong Kong,22.282196025162545,114.15106806645316,1.0,1.0,1.0,1.0,698.0,100.0,1.0,0.0,2.0,1125.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5,8
319731,2015-11-14,Hong Kong,22.28195696888271,114.15299902682877,2.0,1.0,1.0,1.0,349.0,0.0,1.0,0.0,3.0,1125.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5,11
319732,2014-08-17,Hong Kong,22.286052126370365,114.14762196483689,2.0,1.0,1.0,1.0,496.0,160.0,1.0,0.0,2.0,1125.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6,8
319735,2016-02-29,Hong Kong,22.28548167717676,114.15196212246786,4.0,1.0,1.0,1.0,752.0,0.0,1.0,0.0,1.0,1125.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,2
319736,2013-12-19,Hong Kong,22.28572146080936,114.14736054244534,2.0,1.0,0.0,1.0,411.0,199.0,0.0,0.0,2.0,364.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,12
319737,2015-07-02,Hong Kong,22.317342103326112,114.17025550710008,4.0,1.0,1.0,2.0,675.0,0.0,1.0,0.0,2.0,1125.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3,7
319738,2014-09-18,Hong Kong,22.29804482833822,114.17199116181516,6.0,2.0,1.0,6.0,109.0,0.0,1.0,200.0,1.0,2.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3,9
319740,2015-06-04,Hong Kong,22.29692067113427,114.1730910004541,2.0,1.0,1.0,4.0,217.0,0.0,1.0,214.0,2.0,1125.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3,6
319741,2014-10-02,Hong Kong,22.30779615417113,114.16690107408354,2.0,1.0,1.0,1.0,450.0,0.0,2.0,150.0,1.0,1125.0,81.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3,10
319742,2013-12-19,Hong Kong,22.297144248700477,114.17120951909874,1.0,1.0,1.0,1.0,240.0,45.0,0.0,0.0,2.0,365.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3,12
319743,2016-02-19,Hong Kong,22.29595789320009,114.17157969461894,2.0,1.0,1.0,2.0,202.0,0.0,1.0,0.0,1.0,1125.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4,2
319744,2015-04-12,Hong Kong,22.316030712926047,114.17053225061534,2.0,1.0,1.0,2.0,419.0,0.0,1.0,0.0,1.0,1125.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6,4
319745,2012-12-19,Hong Kong,22.317487217699,114.172905350192,3.0,1.0,1.0,1.0,326.0,117.0,2.0,117.0,1.0,1125.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2,12
319749,2015-08-14,Hong Kong,22.3126454325413,114.1722089791706,2.0,1.0,1.0,1.0,318.0,0.0,1.0,0.0,1.0,1125.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4,8
319750,2013-04-27,Hong Kong,22.309228340914935,114.17132879802266,2.0,1.0,1.0,1.0,365.0,39.0,0.0,0.0,1.0,1125.0,26.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5,4
319752,2015-09-05,Hong Kong,22.30696541446128,114.16586262664045,3.0,1.0,1.0,3.0,458.0,0.0,1.0,0.0,1.0,1125.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5,9
319753,2015-07-03,Hong Kong,22.299983765603752,114.17129465585636,2.0,1.0,1.0,1.0,326.0,0.0,0.0,0.0,1.0,365.0,35.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4,7
319755,2013-02-18,Hong Kong,22.308458541046612,114.16947673980712,2.0,1.0,1.0,1.0,403.0,0.0,0.0,0.0,1.0,1125.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,2
319756,2015-11-21,Hong Kong,22.305385221775733,114.17123820518454,2.0,1.0,1.0,1.0,341.0,0.0,1.0,0.0,1.0,1125.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5,11
