,Host Since,Country,Latitude,Longitude,Accommodates,Bathrooms,Bedrooms,Beds,Price,Cleaning Fee,Guests Included,Extra People,Minimum Nights,Maximum Nights,Number of Reviews,Entire home/apt,Private room,Shared room,Airbed,Couch,Futon,Pull-out Sofa,Real Bed,Day,Month
10807,2014-03-22,Italy,41.89188840233996,12.511313085793722,5.0,2.0,3.0,5.0,84.0,20.0,2.0,15.0,2.0,1125.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5,3
10808,2013-05-17,Italy,41.90058653779366,12.468749682698707,5.0,1.0,1.0,2.0,75.0,0.0,2.0,15.0,2.0,1125.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,5
10809,2016-07-13,Italy,41.91067054853326,12.455652472763749,4.0,1.0,1.0,2.0,160.0,0.0,1.0,0.0,1.0,1125.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2,7
10810,2016-07-28,Italy,41.89598422536357,12.473718951154895,2.0,1.0,1.0,1.0,60.0,0.0,2.0,20.0,1.0,1125.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3,7
10811,2012-12-15,Italy,41.88998496422613,12.471553001020643,8.0,2.0,3.0,4.0,90.0,90.0,8.0,10.0,3.0,30.0,57.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5,12
10812,2013-02-26,Italy,41.90614384030427,12.472660234098155,4.0,1.0,2.0,2.0,120.0,0.0,2.0,50.0,3.0,1125.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,2
10813,2016-09-28,Italy,41.88850479193368,12.494326782816303,4.0,1.0,2.0,2.0,75.0,0.0,2.0,15.0,2.0,1125.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,9
10814,2011-01-13,Italy,41.90678437936407,12.455957576024048,2.0,1.0,1.0,1.0,47.0,0.0,1.0,30.0,1.0,1125.0,169.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3,1
10815,2013-02-11,Italy,41.907634420371245,12.487975675716248,5.0,1.0,2.0,5.0,125.0,0.0,1.0,0.0,3.0,1125.0,72.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,2
10816,2015-07-24,Italy,41.90404746376608,12.48647722488931,4.0,2.0,2.0,2.0,190.0,55.0,1.0,0.0,3.0,1125.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,7
10817,2012-12-06,Italy,41.8884057620412,12.473707355425924,4.0,1.0,1.0,2.0,87.0,30.0,2.0,10.0,2.0,1125.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,12
10818,2011-09-04,Italy,41.8911513478761,12.468544236109436,4.0,1.0,1.0,2.0,125.0,40.0,2.0,20.0,3.0,90.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6,9
10819,2016-06-08,Italy,41.906753356816566,12.50006213290289,6.0,1.0,3.0,3.0,300.0,0.0,1.0,0.0,1.0,1125.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,6
10820,2014-07-25,Italy,41.89360746187446,12.512439560278354,3.0,1.0,1.0,2.0,85.0,15.0,2.0,10.0,2.0,20.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4,7
10821,2013-12-10,Italy,41.90135851538124,12.48234469411322,2.0,1.0,1.0,1.0,66.0,25.0,1.0,0.0,1.0,1125.0,205.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,12
10822,2016-07-11,Italy,41.895997933224,12.50157975296259,2.0,1.0,1.0,1.0,33.0,0.0,1.0,0.0,1.0,1125.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,7
10824,2013-06-14,Italy,41.89085601892853,12.469970065993374,2.0,1.0,1.0,1.0,51.0,40.0,1.0,0.0,2.0,1125.0,31.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,6
10826,2013-09-01,Italy,41.89167766798432,12.510339676994532,4.0,1.0,2.0,2.0,100.0,0.0,2.0,25.0,2.0,1125.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6,9
10827,2013-02-26,Italy,41.895625877721,12.471674641893992,6.0,1.0,1.0,4.0,139.0,50.0,4.0,10.0,3.0,1125.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,2
10828,2010-11-01,Italy,41.89538318277632,12.491443458515384,3.0,1.0,1.0,2.0,75.0,90.0,2.0,10.0,5.0,1125.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,11
10829,2015-10-03,Italy,41.915318713833926,12.454229972832572,3.0,1.0,1.0,3.0,70.0,0.0,1.0,0.0,1.0,1125.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5,10
10830,2014-12-08,Italy,41.8929564079172,12.485107566212228,4.0,1.0,1.0,2.0,82.0,25.0,1.0,8.0,3.0,1125.0,70.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,12
10831,2016-03-07,Italy,41.897784198010605,12.50417992923415,2.0,1.0,1.0,1.0,65.0,0.0,1.0,0.0,2.0,1125.0,62.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,3
10834,2015-07-21,Italy,41.893506508807576,12.504621455452796,3.0,1.0,1.0,3.0,50.0,0.0,2.0,20.0,1.0,1125.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,7
10835,2014-03-18,Italy,41.897218733412565,12.468495564384709,6.0,1.0,2.0,5.0,160.0,30.0,1.0,0.0,2.0,30.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,3
10836,2014-03-21,Italy,41.90651916525819,12.447197866734056,6.0,2.0,3.0,6.0,160.0,100.0,2.0,0.0,3.0,365.0,41.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,3
10837,2015-12-03,Italy,41.89381160235098,12.462989279126791,4.0,1.0,1.0,1.0,120.0,50.0,2.0,20.0,1.0,1125.0,44.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,12
10838,2010-05-27,Italy,41.90749067055077,12.50084554874213,4.0,1.0,1.0,4.0,90.0,0.0,2.0,0.0,3.0,30.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,5
10839,2013-10-02,Italy,41.903719666322026,12.50198603973433,2.0,1.0,1.0,2.0,45.0,20.0,1.0,30.0,1.0,1125.0,73.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2,10
10840,2016-01-22,Italy,41.89333549401841,12.493852994244302,3.0,1.0,1.0,2.0,75.0,18.0,1.0,0.0,2.0,1125.0,41.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,1
10841,2011-05-28,Italy,41.85368922393463,12.47426754346095,1.0,2.0,1.0,1.0,29.0,9.0,1.0,0.0,2.0,1125.0,19.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5,5
10842,2015-01-22,Italy,41.866718489167255,12.487662262940184,3.0,1.0,2.0,3.0,50.0,30.0,1.0,10.0,3.0,30.0,41.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,1
10843,2016-10-02,Italy,41.85803989050749,12.503369850353335,6.0,1.5,3.0,4.0,62.0,30.0,4.0,0.0,4.0,30.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6,10
10845,2016-09-19,Italy,41.86778736991194,12.489197026278603,6.0,1.0,3.0,6.0,90.0,0.0,2.0,10.0,2.0,28.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,9
10846,2015-03-27,Italy,41.851319935912,12.477522605560855,9.0,1.0,1.0,2.0,42.0,0.0,2.0,25.0,3.0,1125.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4,3
